ZipCode/Item,,,,2022-0281 Bighorn Sheep Tag Drawing Application (Nonres),2022-0280 Bighorn Sheep Tag Drawing Application (Res),,2022-1500 Carrizo Plain ER - Chimineas Unit Apprentice Deer Draw Application,2022-1152 Deer Tag Drawing Application - 1st Deer (Lifetime Licensee),2022-1151 Deer Tag Drawing Application - 1st Deer (Nonres),2022-1150 Deer Tag Drawing Application - 1st Deer (Res),,2022-1161 Deer Tag Drawing Application - 2nd Deer (Nonres),2022-1160 Deer Tag Drawing Application - 2nd Deer (Res),,2022-0211 Elk Tag Drawing Application (Nonres),,2022-0210 Elk Tag Drawing Application (Res),,2022-6086 Hunter Education Instructor Only - Deer - Open Zone Drawing Application,,2022-0201 Pronghorn Antelope Tag Drawing Application (Nonres),2022-0200 Pronghorn Antelope Tag Drawing Application (Res),2022-1700 Tehama Wildlife Area G1 Deer Hunt Access Permit Application,2022-1131 Bear Tag (Nonres),2022-1132 Bear Tag (Res - Junior),2022-1130 Bear Tag (Res),2022-4511 Bighorn Sheep Tag (Nonres),2022-4510 Bighorn Sheep Tag (Res),2022-4513 Bighorn Sheep Tag - Fundraising (Nonres),2022-4512 Bighorn Sheep Tag - Fundraising (Res),2022-1542 Deer Exception Exchange 1st Deer Tag,2022-1543 Deer Exception Exchange 2nd Deer Tag,2022-1540 Deer Exchange 1st Deer Tag,2022-1541 Deer Exchange 2nd Deer Tag,2022-1341 Deer Tag  - 2nd Deer  (Nonres),2022-1342 Deer Tag  - 2nd Deer (Draw Issued),2022-1349 Deer Tag  - 2nd Deer (Unsuccessful Draw),2022-1344 Deer Tag  - Fundraising 2nd Deer  (Res),2022-1343 Deer Tag  - Military 2nd Deer  (Res),2022-1142 Deer Tag - 1st Deer (Draw Issued),2022-1143 Deer Tag - 1st Deer (Lifetime Licensee),2022-1141 Deer Tag - 1st Deer (Nonres),2022-1140 Deer Tag - 1st Deer (Res),2022-1149 Deer Tag - 1st Deer (Unsuccessful Draw),2022-9145 Deer Tag - 1st Deer Landowner (Lifetime Licensee),2022-1146 Deer Tag - 1st Deer Landowner (Nonres),2022-1145 Deer Tag - 1st Deer Landowner (Res),2022-9143 Deer Tag - 1st Deer Landowner (Unsuccessful Draw),2022-9144 Deer Tag - 1st Deer Military (Lifetime Licensee),2022-9142 Deer Tag - 1st Deer Military (Unsuccessful Draw),2022-1340 Deer Tag - 2nd Deer (Res),2022-1351 Deer Tag - 2nd Deer Landowner (Res),2022-9141 Deer Tag - Military 1st Deer (Nonres) ,2022-1144 Deer Tag - Military 1st Deer (Res),2022-3371 Elk Tag (Nonres),2022-3376 Elk Tag (Res - Junior),2022-3370 Elk Tag (Res),2022-3381 Elk Tag - Fundraising (Nonres),2022-3380 Elk Tag - Fundraising (Res),2022-3378 Elk Tag - Hunter Ed Instructor Incentive Program SHARE (Res),2022-3390 Elk Tag - Sec 555 Landowner (Res),2022-3375 Elk Tag - SHARE (Nonres),2022-3379 Elk Tag - SHARE (Res - Junior),2022-3374 Elk Tag - SHARE (Res),2022-5050 PLM Bear,2022-5000 PLM Deer Tag (Antlerless),2022-5010 PLM Deer Tag (Buck),2022-5110 PLM Deer Tag (Either-Sex),2022-5080 PLM Elk Tag (Antlerless),2022-5040 PLM Elk Tag (Bull),2022-5020 PLM Pronghorn Antelope Tag (Buck),2022-4331 Pronghorn Antelope Tag (Nonres),2022-4335 Pronghorn Antelope Tag (Res - Junior),2022-4330 Pronghorn Antelope Tag (Res),2022-4332 Pronghorn Antelope Tag - Fundraising (Res),2022-4711 Wild Pig Tag (Nonres),2022-4710 Wild Pig Tag (Res),2022-4717 Wild Pig Tag - Lifetime (up to 5 Free),"2022-6210 Big Game Tag Return Processing Fee (Antelope, Bighorn Sheep, and Elk)",2022-1190 Deer Tag Non-Reporting Fee,2022-1191 Deer Tag Non-Reporting Fee (Manual),2022-6807 Fundraising Donation - Bighorn Sheep,2022-6808 Fundraising Donation - Deer,2022-6805 Fundraising Donation - Elk,2022-6806 Fundraising Donation - Pronghorn Antelope,2022-1195 Offset Fee - Resident to Nonresident 1st Deer Tag,2022-7204 Refund - Nonresident 1st Deer Drawing Application,2022-7203 Refund - Nonresident 2nd Deer Drawing Application,2022-3320 Hunting License  - Disabled Veteran,2022-3321 Hunting License  - Recovering Service Member,2022-1110 Hunting License (Junior),2022-1117 Hunting License (Junior) - Lifetime,2022-1120 Hunting License (Nonres),2022-1100 Hunting License (Res),2022-1107 Hunting License - Lifetime,2022-1220 Hunting 1-Day License (Nonres) Game Bird Club,2022-1170 Hunting 2-Day License (Nonres),2022-3350 Disabled Archer Permit,2022-3351 Disabled Archer Permit - Temporary,2022-0150 Harvest Information Program (HIP) Validation,2022-7180 Hunter Education Certificate (Dup),2022-7505 Hunter Education Class Pre-Registration,2022-1457 SHARE Big Game Hunts Multi Choice Application,2022-1456 SHARE Bird Hunts Multi Choice Application,2022-1466 SHARE Elk Multi-Choice Draw Application,2022-1454 SHARE Elk Private Lands Management Area (PLM) Draw Application,2022-5060 PLM Turkey Tag,2022-5070 PLM Upland Game Bird Seal,2022-1600 Dove Hunt Drawing Application,2022-1607 Fall Turkey Hunt Drawing Application,2022-1602 Little Dry Creek Family Pheasant Hunt Drawing Application,2022-1601 Quail/Chukar Hunt Drawing Application,2022-1603 Spring Turkey Hunt Drawing Application - All Junior Hunts,2022-1606 Spring Turkey Hunt Drawing Application - Archery Only,2022-1605 Spring Turkey Hunt Drawing Application - Balance of Season,2022-1604 Spring Turkey Hunt Drawing Application - Opening Weekend,2022-1480 Upland Game Bird Validation,2022-1487 Upland Game Bird Validation- Lifetime,2022-1440 Type A Wildlife Area Season Pass,2022-1430 Type B Wildlife Area Season Pass ,2022-1411 Type A Wildlife Area Pass (1-Day),2022-1410 Type A Wildlife Area Pass (1-Day) - Two Day Package Constituent,2022-1420 Wildlife Area Pass (2-Day Package),2022-1494 Waterfowl Active Military and Veteran Weekend  Mobility Impaired Hunts Application,2022-1492 Waterfowl Active Military and Veteran Weekend Application,2022-1400 Waterfowl Multi Choice Application,2022-1401 Waterfowl Multi Choice Application (Mobility Impaired Hunts),2022-1490 Waterfowl Season Long Application,2022-1491 Waterfowl Season Long Application (Mobility Impaired Hunts),2022-1180 California Duck Validation,2022-1187 California Duck Validation - Lifetime,Grand Total
93238,,,,,1,,,,,17,,,,,,,1,,,,,1,,1,,27,,,,,,,,,,,1,,,,,,56,3,,,,,,,33,,,,,,,,,,,,,,,,,,,,,,,,,,13,,,10,,,,,,,,,1,,1,,1,93,,,,,,27,,,,,,,,,,,,,,,,,45,,,,1,12,6,,,,,,,6,,357
93240,,,,,2,,,,,42,,,,,,,6,,,,,3,,,,36,,,,,,,,,,,,,,,,1,55,,,,,,,,52,,,,,,,,,,,,,,,,,,,,,,,,,,13,,,14,,,,,,,,,2,,11,,,151,,,,2,,46,1,3,,,,,,,,,,,,,,,81,,,,2,2,1,,,,,,,12,,538
93243,,,,,,,,,,,,,,,,,,,,,,,,4,1,18,,,,,,,,,,,,,,,,5,16,3,,,,,,,5,,,,,,,,,,,,,,,,,,,,,,,,,27,285,3,,4,,,,,,,,,,,6,,34,86,1,,2,,,13,,,,,,,,,,,,,,,,,68,1,,,,,,,,,,,,12,,594
93244,,,,,,,,,,,,,,,,,,,,,,,,,,4,,,,,,,,,,,,,,,,,6,,,,,,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,4,,,2,,,,,,,,,,,1,,,8,,,,,,2,,,,,,,,,,,,,,,,,5,,,,,,,,,,,,,1,,37
93256,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,9,,,,,,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,19,,,,,,,,,,,,,,7,,,46,,,3,,,42,,,,,,,,,,,,,,,,,38,,,,1,,,,,,,,,5,,176
93257,,,,,6,,,,,49,,,,,,,9,,,,,8,,,15,138,,,,,,,,,,,,,,,3,,295,18,,,,,,,84,,,,,,,,,,,,,,,,,,,,,,,,,,144,3,,73,,,,,,,,,9,,52,3,3,744,8,,5,1,,570,1,,,,,,,,,,,,,,,,521,5,5,,27,22,11,,,,,,,69,3,2904
93263,,,,,,,,,,4,,,,,,,,,,,,,,,1,6,,,,,,,,,,,,,,,,,25,1,,,,,,,9,,,,,,,,,,,,,,,,,,,,,,,,,,13,,,9,,,,,,,,,,,14,,1,77,,,,1,,72,,4,,,,,,,,,,,,,,,75,,,,12,4,2,,,,,,,3,,333
93268,,,,,3,,,,,26,,,,,,,9,,,,,5,,,1,15,,,,,,,,,,,,,,,,,71,6,,,,,,,28,,,,,,,,,,,,,,,,,,,,,,,,,2,99,,,24,,,,,,,,,1,,8,,1,213,3,,,,,72,1,,,,,,,,,,,,,,,,169,2,,,6,4,2,,,,,,,14,2,787
93271,,,,,4,,,,,8,,,,,,,6,,,,,5,,,1,11,,,,,,,,,,,,,,,,,25,3,,,,,,,7,,,,,,,,,,,,,,,,,,,,,,,,,,3,,,10,,,,,,,,,1,,3,,,36,,,,,,4,,,,,,,,,,,,,,,,,16,,,,2,,,,,,,,,2,,147
93274,,,,,,,,1,,26,,,,,,,3,,,,,4,,1,5,63,,,,,,,,,1,,,,,,,1,175,9,,,,,,,77,,,,,,,,,,,,,,,,,,,,,,,,,,90,5,,39,,,,,,,,,6,,57,1,2,658,3,,3,1,,469,,4,,,,,,,,,,,,,,,537,1,6,,18,60,30,,,120,,40,,53,1,2570
93277,,,,,14,,,1,,67,,,,,,,26,,,,,16,,,7,275,,,,,,,,,,,,,,,1,1,591,25,,,,,,,254,,,,,,,,,,,,,,,,,,,,,,,,,,252,6,,125,,,,,,,,,28,,126,1,3,1521,7,,5,4,,1026,2,1,1,,,,,,,,,,,,,,1117,5,37,,123,342,171,,,120,,359,,264,3,6927
93280,,,,,,,,,,2,,,,,,,,,,,,,,,,16,,,,,,,,,,,,,,,,,35,2,,,,,,,11,,,,,,,,,,,,,,,,,,,,,,,,,,24,,,12,,,,,,,,,1,,7,,2,103,,,,,,33,,1,,,,,,,,,,,,,,,80,,,,3,6,3,,,,,,,11,,352
93286,,,,,2,,,,,6,,,,,,,3,,,,,3,,,1,12,,,,,,,,,,,,,,,,,29,1,,,,,,,18,,,,,,,,,,,,,,,,,,,,,,,,,,19,,,7,,,,,,,,,1,,3,,,63,,,,3,,27,1,,,,,,,,,,,,,,,,49,,2,,4,6,3,,,,,,,6,,269
93292,,,,,,,,,,6,,,,,,,,,,,,,,1,5,72,,,,,,,,,,,,,,,,,169,1,,,,,,,83,,,,,,,,,,,,,,,,,,,,,,,,,,47,,,25,,,,,,,,,4,,19,,1,329,1,,,,,146,,2,,,,,,,,,,,,,,,240,,2,,4,26,13,,,,,,,7,,1203
93301,,,,,7,,,,,27,,,,,,,12,,,,,8,,,,24,,,,,,,,,,,,,,,,,38,2,,,,,,,20,,,,,,,,,,,,,,,,,,,,,,,,,2,50,,,8,,,,,,,,,3,,15,,2,206,,,,1,,198,,,,,,,,,,,,,,,,,166,,,,3,14,7,,,,,,,29,,842
93304,,,,,5,,,,,71,,,,,,,12,,,,,5,,,2,77,,,,,,,,,,,,,,0,1,,157,5,,,,,,,117,,,,,,,,,,,,,,,,,,,,,,,,,,111,5,,42,,,,,,,,,10,,32,,1,539,3,,3,5,,454,,1,,,,,,,,,,1,,,,,447,2,3,,7,18,9,,,,,,,75,1,2221
93305,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,2
93306,,,,,2,,,1,,57,,,,,,,3,,,,,1,,,,63,,,,,,,,,,,,,,,,,114,8,,,,,,,71,,,,,,,,,,,,,,,,,,,,,,,,,1,117,6,,42,,,,,,,,,3,,26,1,3,401,8,,3,3,,239,,,,,,1,,,,,,,,,,,299,3,1,,10,30,15,,,,,,,22,2,1556
93307,,,,,5,,,1,,52,,,,,,,11,,,,,5,,,2,53,,,,,,,,,,,,,,,,,58,7,,,,,,,50,,,,,,,,,,,,,,,,,,,,,,,,,4,76,5,,34,,,,,,,,,1,,9,,3,245,5,,,1,,190,,,,,,,,,,,,,,,,,206,2,0,,4,4,2,,,,,,,13,1,1049
93308,,,,,,,,,,23,,,,,,,2,,,,,,,1,1,49,,,,,,,,,,,,,,,,1,100,9,,,,,,,47,,,,,,,,,,,,,,,,,,,,,,,,,,107,,,27,,,,,,,,,7,,20,,2,498,4,,2,1,1,421,,,,,,,,,,,,,,,,,375,1,2,,40,50,25,,,,,,,63,1,1880
93311,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10,,,,,,,,,,,,,,,,,7,,,,,,3,,,,,,,,,,,,,,,,,5,,,,1,,,,,,,,,1,,27
93312,,,,,12,,,1,,113,,,,,,,26,,,,,10,,2,5,123,,,,,,,,,,,,,,0,2,3,225,38,,,,,,,137,,,,,,,,,,,,,,,,,,,,,,,,,17,336,11,,54,,,,,,,,,21,,113,4,14,1185,6,,4,5,,864,,7,,,,,,,,,,,,,,,1010,4,10,,67,144,72,,,,,,,158,2,4805
93313,,,,,,,,,,12,,,,,,,3,,,,,,,,,14,,,,,,,,,,,,,,,1,,49,4,,,,,,,18,,,,,,,,,,,,,,,,,,,,,,,,,,39,,,10,,,,,,,,,7,,11,,,177,2,,,,,52,1,1,,,,,,,,,,,,,,,133,,,,1,12,6,,,,,,,7,,560
93401,,,,,21,,,3,,45,,,,,,,35,,,,,23,,,,15,,,,,,,,,,,,,,,,1,147,22,,,,,,,67,,,,,,,,,,,,,,,,,,,,,,,,,9,212,12,,44,,,,,,,,,4,,18,,13,446,10,,12,1,,294,,1,,,24,,,,,,,,,,,,299,2,9,,24,86,43,,,39,,,,100,,2081
93405,,,,,1,,,,,6,,,,,,,3,,,,,1,,,,5,,,,,,,,,,,,,,,1,,61,8,,,,,,,32,,,,,,,,,,,,,,,,,,,,,,,,,,69,5,,22,,,,,,,,,4,,4,,,150,5,,3,,,67,,,,,,,,,,,,,,,,,90,2,5,,9,24,12,,,,,,,35,1,625
93420,,,,,4,,,,,13,,,1,,,,10,,,,,6,,,,4,,,,,,,,,,,,,,,,,72,2,,,,,,,37,,,,,,,,,,,,,,,,,,,,,,,,,1,71,,,26,,,,,,,,,3,,11,,1,135,,,2,,,35,,2,,,,,,,,,,,,,,,73,,,,3,2,1,,,,,,,4,,519
93422,,,,,12,,,1,,55,,,,,,,27,,,,,18,,,2,20,,,,,,,,,1,,,,,0,1,1,233,33,,,,,,,123,,,,,,,,,,,,,,,,,,,,,,,,,13,313,10,,79,,,,,,,,,5,,51,,9,476,3,,8,1,,254,1,,,,,,,,,,,,,,,,287,1,3,,35,56,28,,,,,,,59,,2219
93424,,,,,,,,,,1,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5
93426,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4
93434,,,,,8,,,,,17,,,2,,,,13,,,,,11,,,,,,,,,,,,,,,,,,0,,,30,5,,,,,,,14,,,,,,,,,,,,,,,,,,,,,,,,,,20,,,16,,,,,,,,,1,,4,,,52,2,,,,,31,,,,,,,,,,,,,,,,,40,,,,,8,4,,,,,,,10,,288
93436,,,,,6,,,1,,34,,,,,,,14,,,,,9,,,,20,,,,,,,,,,,,,,,,4,227,23,,,,,,,102,,,,,,,,,,,,,,,,,,,,,,,,,3,180,11,,60,,,,,,,,,11,,24,0,8,378,1,,1,,,182,,1,,,,,,,,,,,,,,,212,1,1,,13,40,20,,,,,,,70,1,1658
93437,,,,,1,,,,,1,,,,,,,1,,,,,1,,,,1,,,,,,,,,1,,,,70,,,,39,3,,,,,,1,15,,,39,,,,,,,,,,,,,,,,,,,,,,1,65,,,10,,,,,,,,,12,,4,,1,61,,,,,,16,,,,,,,,,,,,,,,,,29,,,,,,,,,,,,,12,,384
93442,,,,,2,,,,,6,,,,,,,3,,,,,3,,,,1,,,,,,,,,,,,,,,,1,32,5,,,,,,,17,,,,,,,,,,,,,,,,,,,,,,,,,,22,5,,9,,,,,,,,,1,,,,1,58,2,,,,,21,,,,,,,,,,,,,,,,,34,1,,,3,2,1,,,,,,,7,1,238
93446,,,,,7,,,,,62,,,1,,,,45,,,,,15,,1,1,39,,,,,,,,,3,,,,,,6,14,510,47,,,,,,,246,,,,,,,,,,,,,,,,,,,,,,,,,61,817,46,,169,,,,,,,,,18,,76,2,56,1052,17,,21,2,,587,1,3,2,2,8,,,,,,,,,,,,653,4,5,,28,74,37,,,,,,,109,4,4851
93449,,,,,5,,,,,30,,,,,,,12,,,,,3,,,,13,,,,,,,,,,,,,,,,,104,9,,,,,,,47,,,,,,,,,,,,,,,,,,,,,,,,,,132,,,34,,,,,,,,,2,,11,1,2,287,2,,4,,,160,,3,,,,,,,,,,,,,,,188,,6,,8,16,8,,,10,,,,41,,1138
93454,,,,,7,,,,,28,,,,,,,16,,,,,7,,,3,26,,,,,,,,,,,1,,,,2,1,240,24,,,,,,,89,,,,,,,,,,,,,,,,,,,,,,,,,1,173,6,,69,,,,,,,,,7,,32,1,2,495,2,,,,,194,,1,,,,,,,1,,,1,,,,,300,1,3,,8,38,19,,,249,,33,,71,,2151
93455,,,,,3,,,,,15,,,,,,,13,,,,,4,,,,9,,,,,,,,,,,,,,,,,92,11,,,,,,,40,,,,,,,,,,,,,,,,,,,,,,,,,4,40,,,24,,,,,,,,,3,,8,,1,139,2,,,,,38,,3,,,,,,,,,,,,,,,59,,,,,,,,,,,,,5,,513
93460,,,,,,,,,,10,,,,,,,1,,,,,1,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,,,,,,,,,,,,,,16,,,,,,7,,,,,,,,,,,,,,,,,12,,,,,,,,,,,,,2,,58
93513,,,,,1,,,,,17,,,,,,,4,,,,,,,,,3,,,,,,,,,,,,,,,,,1,,,,,,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,5,,,,,,,,,,,2,,,28,,,12,,,31,,,,,,,,,,,,,,,,,34,,,,,,,,,,,,,9,,152
93514,,,,,53,,,1,2,333,,1,11,,2,,126,,,,,42,,2,4,59,,,,,,,,,,,,,,0,,,13,15,,,,,,,20,,,,,,,,,,,,,,,,,,,,,,,,,,8,,,41,,,,,,,,,3,,57,4,11,511,3,,9,3,,482,,2,,,,,,,,,,,,,,,403,2,,2,1,10,5,,,,,,,215,2,2458
93517,,,,,3,,,2,2,34,,,,,,,8,,,,,6,,1,,36,,,,,,,,,,,,,,,,,4,2,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,4,,,1,,,,,,,,,1,,4,,6,63,3,,2,,,50,,,,,,,,,,,,,,,,,39,2,,,,,,,,,,,,35,2,311
93526,,,,,,,,,,3,,,,,,,3,,,,,1,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,4,,,,,,3,,,,,,,,,,,,,,,,,4,,,,,,,,,,,,,5,,29
93529,,,,,,,,,,2,,,,,,,1,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10,,,1,,,10,,1,,,,,,,,,,,,,,,9,,,,,,,,,,,,,9,,44
93534,,,,,2,,,,,30,,,,,,,3,,,,,2,,,1,47,,,,,,,,,,,,,,0,,1,92,6,,,,,,,54,,,,,,,,,,,,,,,,,,,,,,,,,,40,,,33,,,,,,,,,6,,11,,1,279,2,,,,,159,,,,,,,,,,,,,,,,,196,,2,,2,2,1,,2,5,,43,,37,,1059
93535,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,6,,,,,,1,,,,,,,,,,,,,,,,,4,,,,,,,,,,,,,,,17
93536,,,,,,,,,,2,,,,,,,2,,,,,1,,,,4,,,,,,,,,,,,,,,,,21,4,,,,,,,8,,,,,,,,,,,,,,,,,,,,,,,,,,5,,,6,,,,,,,,,3,,,,,51,,,,,,13,,,,,1,,,,,,,,,,,,25,,,,1,,,,,,,,,2,,149
93541,,,,,,,,,,23,,,,,,,2,,,,,2,,1,,13,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,,,,,,,,,,,1,,4,29,1,,,,,17,,,,,,,,,,,,,,,,,17,,,,,,,,,,,,,16,,132
93545,,,,,,,,,,11,,,,,,,3,,,,,,,,,7,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,,,,,,,,,6,,2,,3,40,,,4,,,57,,,,,,,,,,,,,,,,,53,,,,,,,,,,,,,26,,217
93546,,,,,2,,,,,25,,,,,,,8,,,,,3,,1,,13,,,,,,,,,,,,,,,,,4,3,,,,,,,13,,,,,,,,,,,,,,,,,,,,,,,,,,6,,,8,,,,,,,,,,,2,,2,53,,,,,,35,,,,,,,,,,,,,,,,,33,,,1,,,,,,,,,,28,,240
93550,,,,,,,,,,6,,,,,,,,,,,,,,,,9,,,,,,,,,,,,,,,,,19,1,,,,,,,7,,,,,,,,,,,,,,,,,,,,,,,,,,4,,,4,,,,,,,,,,,,,,46,,,,,,20,,,,,,,,,,,,,,,,,26,,,,,,,,,,,,,3,,145
93551,,,,,2,,,,,19,,,,,,,2,,,,,2,,,,22,,,,,,,,,,,,,,,,,76,7,,,,,,,32,,,,,,,,,,,,,,,,,,,,,,,,,,23,,,21,,,,,,,,,5,,5,,3,243,,,1,,,81,,,,,,,,,,,,,,,,,128,,2,,4,16,8,,,,,,,26,,728
93552,,,,,3,,,,,40,,,,,,,4,,,,,4,,1,5,43,,,,,,,,,,,,,,,,2,186,10,,,,,,,92,,,,,,,,,,,,,,,,,,,,,,,,,,31,5,,54,,,,,,,,,1,,22,,4,317,1,,1,,,129,,1,,,,,,,,,,,,,,,180,,,,3,6,3,,,,,,,11,,1159
93555,,,,,11,,,,,68,,,,,,,23,,,,,6,,,2,57,,,,,,,,,,,,,,0,,,49,14,,,,,,,46,,,,,,,,,,,,,,,,,,,,,,,,,,19,,,16,,,,,,,,,14,,12,,3,221,1,,3,2,,139,,,,,,,,,,,,,,,,,150,1,,,3,10,5,,,,,102,,47,1,1025
93560,,,,,,,,,,17,,,1,,,,,,,,,,,1,,2,,,,,,,,,,,,,,,,,16,,,,,,,,7,,,,,,,,,,,,,,,,,,,,,,,,,,3,,,8,,,,,,,,,3,,5,,1,47,,,,,,25,,,,,,,,,,,,,,,,,23,,,,,,,,,,,,,7,,166
93561,,,,,5,,,2,,65,,,,,,,18,,,,,4,,,5,68,,,,,,,,,,,,,,,,2,78,13,,,,,,,67,,,,,,,,,,,,,,,,,,,,,,,,,,76,10,,29,,,,,,,,,9,,23,1,3,273,4,,2,2,,135,,5,,,1,,,,,,,,,,,,144,1,2,,7,6,3,,,3,,64,,24,1,1155
93604,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
93610,,,,,,,,,,,,,,,,,,,,,,,,,1,16,,,,,,,,,,,1,,,,,,29,,,,,,,,8,,,,,,,,,,,,,,,,,,,,,,,,,1,11,,,6,,,,,,,,,0,,5,,,77,1,,,,,18,,1,,,,,,,,,,,,,,,69,,4,,15,50,25,,,,,14,,18,,370
93611,,,,,1,,,,,1,,,,,,,1,,,,,1,,,2,43,,,,,,,,,,,,,,,1,,90,3,,,,,,,23,,,,,,,,,,,,,,,,,,,,,,,,,1,41,5,,28,,,,,,,,,11,,17,,,219,,,1,2,,53,,,,,,,,,,,,,,,,,173,,4,,9,40,20,,,,,,,18,1,809
93612,,,,,6,,,,,42,,,,,,,17,,,,,16,,,7,163,,,,,,,,,,,,,,,3,,357,11,,,,,,,115,,,,,,,,,,,,,,,,,,,,,,,,,2,170,19,,82,,,,,,,,,27,,43,4,3,983,7,,6,7,,577,1,2,,,,,,,1,,,,,,,,728,2,28,,53,230,115,,,140,,,,142,2,4111
93618,,,,,4,,,,,24,,,,,,,8,,,,,5,,,6,81,,,,,,,,,,,,,,,,1,250,9,,,,,,,105,,,,,,,,,,,,,,,,,,,,,,,,,4,104,,,59,,,,,,,,,3,,42,,2,482,1,,5,2,,299,,5,,,,,,,,,,,,,,,315,1,2,,12,68,34,,,,,,,50,1,1984
93622,,,,,,,,,,,,,,,,,,,,,,,,,,5,,,,,,,,,,,,,,,,,13,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,7,,,6,,,,,,,,,,,3,,,28,,,,,,18,,1,,,,,,,,,,,,,,,25,,3,,15,26,13,,,,,,,7,,171
93626,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11
93628,,,,,,,,,,,,,,,,,,,,,,,,,,13,,,,,,,,,,,,,,,,,7,,,,,,,,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,4,,,6,,,,,,4,,,,,,,,,,,,,,,,,3,,,,,,,,,,,,,,,46
93630,,,,1,3,,,1,,3,,,,,1,,3,,,,1,3,,,2,19,,,,,,,,,,,,,,,2,,66,1,,,,,,,28,,,,,,,,,,,,,,,,,,,,,,,,,,40,16,,22,,,,,,,,,4,,5,1,,187,6,,,1,,104,,,,,,,,,,,,,,,,,140,2,2,,38,22,11,,,,,,,20,1,756
93631,,,,,,,,,,,,,,,,,,,,,,,,,1,3,,,,,,,,,,,,,,,,,10,2,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,9,,,2,,,,,,,,,,,6,,,41,,,,,,18,,,,,,,,,,,,,,,,,33,,,,4,8,4,,,,,,,11,,153
93634,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,,,,,,1,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,1,,8
93635,,,,,15,,,6,,111,,,2,,,,61,,,,,22,,,4,80,,,,,,,,,,,,,,,,1,209,12,,,,,,,155,,,,,,,,,,,,,,,,,,,,,,,,,1,181,12,,108,,,,,,,,,5,,67,3,17,738,17,,11,2,,666,,,,,,,,,1,,,,,,,,521,12,69,1,163,350,175,,,75,,,,371,10,4254
93637,,,,,2,,,,,26,,,,,,,5,,,,,2,,,2,57,,,,,,,,,,,,,,,,,190,,,,,,,,71,,,,,,,,,,,,,,,,,,,,,,,,,,110,,,61,,,,,,,,,2,,21,,3,393,1,,,7,,200,,3,,,1,,,,,,,,,,,,249,,6,,24,40,20,,,,,,,35,,1531
